accommodates,bedrooms,bathrooms,beds,room_type,neighbourhood,log_price
5,1.0,1.0,3.0,Entire home/apt,Mission District,5.164785974
2,1.0,1.0,1.0,Entire home/apt,Downtown Brooklyn,5.075173815
1,1.0,1.0,1.0,Private room,Bushwick,3.912023005
1,1.0,1.0,1.0,Private room,Elmhurst,4.007333185
2,1.0,1.0,1.0,Private room,Mid-Wilshire,4.48863637
4,2.0,2.0,2.0,Entire home/apt,East Boston,5.416100402
4,2.0,2.0,3.0,Entire home/apt,Upper West Side,5.826000107
2,1.0,1.0,1.0,Entire home/apt,West Hollywood,5.105945474
2,1.0,1.0,1.0,Private room,Eltingville,3.761200116
4,2.0,2.0,2.0,Entire home/apt,Sunnyside,5.062595033
2,1.0,1.0,1.0,Private room,Clinton Hill,3.737669618
2,1.0,1.0,1.0,Entire home/apt,West Hollywood,4.787491743
2,1.0,1.0,1.0,Private room,Cobble Hill,4.605170186
2,1.0,1.0,1.0,Entire home/apt,Dupont Circle,5.187385806
2,1.0,1.0,1.0,Private room,Humboldt Park,3.583518938
2,0.0,1.0,1.0,Entire home/apt,Echo Park,4.17438727
3,1.0,1.0,1.0,Private room,Upper West Side,4.605170186
3,1.0,1.0,1.0,Entire home/apt,Glendale,4.905274778
2,1.0,1.0,1.0,Entire home/apt,Harlem,5.075173815
4,1.0,1.0,2.0,Entire home/apt,West Hollywood,5.105945474
5,2.0,2.0,3.0,Entire home/apt,Hollywood,5.187385806
2,1.0,1.0,1.0,Private room,Upper West Side,4.248495242
2,0.0,1.0,1.0,Entire home/apt,Fenway/Kenmore,4.248495242
2,1.0,1.0,1.0,Private room,Clinton Hill,3.850147602
2,1.0,1.0,1.0,Entire home/apt,Bedford-Stuyvesant,4.700480366
4,1.0,1.0,1.0,Entire home/apt,Loop,5.272999559
2,1.0,1.0,1.0,Private room,Westlake,4.234106505
2,1.0,1.0,1.0,Private room,Pilsen,3.912023005
4,1.0,1.0,2.0,Entire home/apt,Los Feliz,4.941642423
1,1.0,1.5,1.0,Private room,Harlem,4.382026635
2,0.0,1.0,1.0,Entire home/apt,Upper West Side,5.220355825
2,0.0,1.0,1.0,Entire home/apt,Ridgewood,4.605170186
1,1.0,1.0,1.0,Shared room,West Los Angeles,3.295836866
2,1.0,1.0,1.0,Entire home/apt,West Adams,4.787491743
10,5.0,4.5,5.0,Entire home/apt,Bel Air/Beverly Crest,6.902742737
7,3.0,2.0,3.0,Entire home/apt,Venice,5.393627546
4,3.0,2.0,3.0,Entire home/apt,Torrance,4.59511985
4,2.0,1.0,4.0,Entire home/apt,Williamsburg,5.010635294
2,1.0,1.0,1.0,Private room,Lower East Side,4.49980967
2,1.0,1.0,2.0,Shared room,Washington Heights,4.317488114
2,1.0,1.5,1.0,Entire home/apt,Brentwood,4.59511985
3,1.0,1.0,2.0,Private room,Crown Heights,4.248495242
6,4.0,3.5,3.0,Entire home/apt,Bradbury,7.090076836
10,4.0,1.5,5.0,Entire home/apt,Chelsea,6.897704943
2,1.0,2.0,1.0,Shared room,Kips Bay,3.891820298
2,1.0,1.0,1.0,Private room,Outer Sunset,4.382026635
2,1.0,1.0,1.0,Entire home/apt,Santa Monica,5.010635294
2,0.0,1.0,1.0,Private room,Morningside Heights,4.605170186
1,1.0,1.0,1.0,Private room,Rogers Park,4.110873864
2,1.0,1.0,1.0,Private room,Telegraph Hill,4.700480366
1,1.0,1.0,1.0,Shared room,Soho,4.605170186
6,2.0,1.0,3.0,Entire home/apt,Chelsea,5.899897354
3,1.0,1.0,1.0,Private room,South Boston,4.682131227
1,1.0,1.0,1.0,Shared room,Chinatown,3.583518938
2,0.0,1.0,1.0,Private room,Downtown,4.59511985
2,1.0,1.0,1.0,Private room,Upper East Side,4.605170186
5,1.0,1.0,2.0,Entire home/apt,Downtown,5.017279837
4,1.0,1.0,2.0,Entire home/apt,Ukrainian Village,5.010635294
3,2.0,1.0,2.0,Entire home/apt,Ditmars / Steinway,3.951243719
2,1.0,1.0,1.0,Private room,Jamaica,4.17438727
4,1.0,1.0,1.0,Private room,South End,4.553876892
4,1.0,1.0,1.0,Entire home/apt,Sherman Oaks,4.65396035
6,3.0,3.5,4.0,Entire home/apt,Wicker Park,6.354370041
2,1.0,1.0,1.0,Private room,Upper West Side,5.164785974
2,2.0,1.0,2.0,Private room,Financial District,4.49980967
2,3.0,2.0,3.0,Entire home/apt,Glassell Park,5.192956851
2,2.0,1.0,1.0,Private room,Upper East Side,4.727387819
4,1.0,1.0,1.0,Entire home/apt,West Town/Noble Square,4.49980967
2,0.0,1.0,1.0,Entire home/apt,Upper East Side,4.941642423
4,1.0,1.0,2.0,Entire home/apt,Chinatown,5.247024072
1,1.0,1.0,1.0,Private room,West Hollywood,4.094344562
2,1.0,1.0,1.0,Private room,Mount Washington,4.17438727
2,1.0,1.0,1.0,Private room,Flushing,4.276666119
2,0.0,1.0,1.0,Entire home/apt,East Harlem,4.532599493
2,1.0,1.5,1.0,Private room,Pilsen,3.80666249
1,1.0,1.0,1.0,Shared room,Harlem,4.262679877
2,1.0,1.0,1.0,Private room,Highland Park,3.912023005
2,1.0,1.0,1.0,Private room,Hollywood,4.382026635
2,1.0,1.0,1.0,Entire home/apt,Bronzeville,4.787491743
2,1.0,1.0,1.0,Private room,West Hollywood,4.584967479
2,1.0,2.0,2.0,Private room,Marina Del Rey,4.584967479
2,1.0,1.0,1.0,Entire home/apt,Tribeca,5.783825182
7,3.0,1.0,4.0,Entire home/apt,Chinatown,4.317488114
4,2.0,1.0,3.0,Entire home/apt,Crown Heights,5.135798437
3,1.0,1.0,1.0,Entire home/apt,Upper West Side,5.192956851
2,0.0,1.0,1.0,Entire home/apt,Back Bay,5.247024072
2,1.0,1.0,2.0,Private room,Lefferts Garden,4.442651256
3,1.0,1.0,2.0,Entire home/apt,Georgetown,5.187385806
2,2.0,1.0,2.0,Entire home/apt,Santa Monica,5.459585514
2,1.0,1.5,1.0,Private room,Williamsburg,4.49980967
5,2.0,1.0,4.0,Entire home/apt,Crown Heights,4.682131227
2,1.0,1.0,1.0,Private room,Hamilton Heights,4.605170186
3,1.0,1.0,3.0,Entire home/apt,Bay Ridge,4.605170186
4,1.0,1.0,1.0,Entire home/apt,Williamsburg,5.192956851
2,1.0,1.0,1.0,Private room,Greenpoint,4.317488114
2,1.0,1.0,1.0,Entire home/apt,Excelsior,4.382026635
1,1.0,1.0,1.0,Private room,Eckington,4.043051268
2,1.0,1.0,1.0,Private room,East San Gabriel,4.248495242
6,2.0,1.0,3.0,Entire home/apt,East Harlem,5.247024072
2,1.0,1.5,1.0,Private room,Humboldt Park,4.094344562
2,1.0,1.0,1.0,Private room,Middle Village,4.17438727
2,1.0,1.5,1.0,Private room,Hell's Kitchen,4.442651256
3,1.0,1.0,1.0,Entire home/apt,West End,4.828313737
4,2.0,1.0,3.0,Entire home/apt,Boerum Hill,4.86753445
6,2.0,2.0,3.0,Entire home/apt,Outer Sunset,5.075173815
1,1.0,1.0,1.0,Private room,Flatbush,3.850147602
2,1.0,1.0,1.0,Private room,Bushwick,4.442651256
2,1.0,1.0,1.0,Entire home/apt,Duboce Triangle,5.416100402
3,0.0,1.0,1.0,Entire home/apt,Upper West Side,5.135798437
1,1.0,1.0,1.0,Private room,Ridgewood,3.912023005
2,1.0,1.0,1.0,Private room,Hollywood,4.59511985
1,1.0,1.0,1.0,Private room,Ditmars / Steinway,4.442651256
2,1.0,1.5,1.0,Private room,Chelsea,5.010635294
2,1.0,1.0,1.0,Private room,Prospect Heights,4.553876892
2,0.0,1.0,1.0,Entire home/apt,Woodland Hills/Warner Center,4.553876892
2,1.0,1.0,1.0,Private room,Elmhurst,4.007333185
5,3.0,1.0,3.0,Entire home/apt,Maspeth,4.976733742
8,3.0,2.0,5.0,Entire home/apt,Mission Hill,6.214608098
2,1.0,1.5,1.0,Private room,Santa Monica,4.521788577
4,0.0,1.0,2.0,Entire home/apt,Crown Heights,4.430816799
3,1.0,1.0,1.0,Entire home/apt,East Village,4.976733742
2,0.0,1.0,1.0,Entire home/apt,Kips Bay,4.86753445
3,1.0,1.0,1.0,Entire home/apt,West Village,5.010635294
2,1.0,1.0,1.0,Private room,Santa Monica,4.343805422
1,1.0,1.0,1.0,Private room,Soho,4.442651256
3,3.0,2.0,3.0,Entire home/apt,Upper East Side,7.003065459
2,1.0,1.0,1.0,Private room,Bedford-Stuyvesant,4.317488114
2,1.0,1.0,1.0,Private room,Woodland Hills/Warner Center,4.605170186
4,0.0,1.0,2.0,Entire home/apt,Greenwich Village,5.342334252
1,1.0,1.0,1.0,Private room,East Village,4.110873864
2,1.0,1.0,1.0,Entire home/apt,West Village,5.247024072
3,1.0,1.0,1.0,Entire home/apt,Columbia Heights,4.779123493
6,3.0,2.5,3.0,Entire home/apt,San Pedro,4.382026635
1,1.0,1.0,1.0,Private room,Westwood,4.219507705
2,1.0,1.0,1.0,Private room,U Street Corridor,5.164785974
2,0.0,1.0,1.0,Entire home/apt,North End,5.105945474
2,1.0,1.0,1.0,Private room,Burbank,4.532599493
2,1.0,1.0,1.0,Private room,Bushwick,4.521788577
3,2.0,1.0,2.0,Entire home/apt,Park Slope,5.075173815
1,1.0,1.0,1.0,Entire home/apt,South Robertson,4.369447852
1,1.0,1.0,1.0,Shared room,Mar Vista,4.007333185
2,1.0,1.0,1.0,Private room,Downtown Brooklyn,4.382026635
1,1.0,1.0,1.0,Private room,Sunnyside,3.688879454
4,0.0,1.0,2.0,Entire home/apt,Long Beach,4.442651256
2,1.0,1.0,1.0,Private room,Williamsburg,4.094344562
6,2.0,1.0,3.0,Entire home/apt,Westwood,5.393627546
5,1.0,1.0,5.0,Entire home/apt,Bedford-Stuyvesant,5.075173815
6,3.0,3.5,4.0,Entire home/apt,Spring Valley,6.109247583
2,1.0,1.0,1.0,Private room,Astoria,4.248495242
2,1.0,1.0,1.0,Entire home/apt,Richmond District,4.941642423
1,1.0,1.5,1.0,Private room,Upper West Side,4.382026635
4,1.0,1.0,2.0,Entire home/apt,Echo Park,4.927253685
3,1.0,1.0,1.0,Entire home/apt,Alhambra,4.682131227
2,1.0,1.0,1.0,Private room,Williamsburg,4.248495242
2,1.0,1.0,1.0,Private room,Midtown,4.86753445
3,1.0,1.0,1.0,Entire home/apt,Financial District,5.669880923
2,1.0,1.0,1.0,Entire home/apt,Harbor Gateway,4.442651256
2,1.0,1.0,1.0,Private room,Clinton Hill,4.17438727
4,1.0,1.0,2.0,Entire home/apt,West End,5.634789603
4,2.0,1.0,3.0,Entire home/apt,South Robertson,5.075173815
3,1.0,1.0,1.0,Entire home/apt,Mid-Wilshire,4.49980967
2,1.0,1.0,1.0,Entire home/apt,Carroll Gardens,4.753590191
4,1.0,1.0,2.0,Entire home/apt,Hollywood,5.298317367
2,1.0,1.0,1.0,Private room,Shaw,4.382026635
3,1.0,1.0,1.0,Entire home/apt,Marina,5.298317367
7,3.0,2.0,5.0,Entire home/apt,Sherman Oaks,5.459585514
1,1.0,1.0,1.0,Shared room,Chinatown,4.060443011
2,1.0,1.0,1.0,Private room,Mission District,4.605170186
2,1.0,1.0,1.0,Private room,Astoria,4.094344562
2,2.0,1.0,2.0,Entire home/apt,Hayes Valley,5.686975356
2,1.0,1.0,1.0,Entire home/apt,Burleith,4.48863637
2,1.0,1.0,1.0,Private room,North Hollywood,4.007333185
5,3.0,2.0,3.0,Entire home/apt,South LA,5.459585514
2,0.0,1.0,1.0,Entire home/apt,Mount Pleasant,4.59511985
15,1.0,1.0,1.0,Entire home/apt,Williamsburg,5.703782475
8,3.0,1.0,3.0,Entire home/apt,Astoria,5.298317367
2,1.0,2.0,1.0,Private room,Howard Beach,4.007333185
4,1.0,1.0,1.0,Entire home/apt,Manhattan Beach,5.342334252
2,1.0,1.0,1.0,Private room,Bushwick,3.912023005
4,1.0,1.0,3.0,Private room,Harlem,4.290459441
1,1.0,1.0,1.0,Private room,Fort Greene,3.688879454
4,1.0,1.0,1.0,Entire home/apt,Mount Pleasant,4.418840608
3,1.0,1.0,2.0,Entire home/apt,Chinatown,5.739792912
8,4.0,2.0,4.0,Entire home/apt,Portage Park,5.488937726
3,0.0,1.0,2.0,Entire home/apt,East Hollywood,4.110873864
2,1.0,1.0,2.0,Private room,Long Beach,4.553876892
5,2.0,2.5,2.0,Entire home/apt,Pasadena,5.298317367
2,1.0,1.0,1.0,Private room,Bushwick,4.49980967
4,1.0,1.0,2.0,Entire home/apt,Upper East Side,5.298317367
2,1.0,1.0,1.0,Private room,Mission District,4.49980967
2,1.0,1.0,1.0,Private room,Near Northeast/H Street Corridor,4.317488114
5,2.0,1.0,3.0,Private room,Jamaica Plain,4.744932128
8,4.0,3.5,4.0,Entire home/apt,Hollywood Hills,6.204557763
2,1.0,1.0,1.0,Entire home/apt,Williamsburg,5.298317367
4,2.0,1.0,4.0,Entire home/apt,Upper East Side,5.752572639
2,1.0,1.0,1.0,Private room,Williamsburg,4.828313737
2,1.0,1.5,1.0,Private room,Upper West Side,5.010635294
4,1.0,1.0,2.0,Entire home/apt,Upper West Side,5.164785974
4,1.0,1.0,2.0,Entire home/apt,Crown Heights,4.65396035
2,1.0,1.0,1.0,Private room,Long Beach,4.828313737
2,1.0,1.0,1.0,Private room,Harlem,4.382026635
2,0.0,1.0,1.0,Entire home/apt,Alphabet City,4.744932128
2,1.0,1.0,1.0,Entire home/apt,Harlem,5.247024072
1,1.0,1.0,1.0,Private room,Fort Greene,3.912023005
2,1.0,1.0,1.0,Private room,South Robertson,4.248495242
1,1.0,1.0,1.0,Shared room,Western Addition/NOPA,4.33073334
2,1.0,1.0,1.0,Entire home/apt,Westwood,4.787491743
2,1.0,1.0,1.0,Entire home/apt,West Hollywood,5.459585514
2,1.0,1.0,1.0,Private room,Santa Monica,4.49980967
3,1.0,1.0,1.0,Entire home/apt,Hell's Kitchen,5.743003188
6,2.0,2.0,3.0,Entire home/apt,Hollywood Hills,5.003946306
2,1.0,1.0,1.0,Private room,Flushing,4.477336814
1,1.0,1.0,1.0,Private room,Forest Hills,3.80666249
3,0.0,1.0,2.0,Entire home/apt,The Castro,5.298317367
4,1.0,1.5,2.0,Entire home/apt,Hell's Kitchen,6.109247583
2,1.0,1.0,1.0,Private room,East Village,4.65396035
1,1.0,1.0,1.0,Private room,Clinton Hill,4.17438727
4,1.0,1.0,4.0,Private room,Jackson Heights,4.248495242
2,3.0,2.0,1.0,Private room,Washington Heights,3.80666249
5,2.0,2.0,2.0,Entire home/apt,Westchester/Playa Del Rey,5.703782475
2,1.0,1.0,1.0,Entire home/apt,Hollywood Hills,4.905274778
6,3.0,1.0,3.0,Entire home/apt,Venice,5.323009979
2,1.0,1.0,1.0,Private room,Bedford-Stuyvesant,4.234106505
3,1.0,1.0,1.0,Entire home/apt,Capitol Hill,4.605170186
7,4.0,2.0,4.0,Entire home/apt,Sunnyside,5.521460918
1,1.0,1.5,1.0,Private room,Reseda,3.80666249
1,1.0,2.5,1.0,Private room,Allston-Brighton,3.80666249
2,1.0,1.0,1.0,Private room,Mid-City,4.369447852
4,1.0,1.0,2.0,Entire home/apt,The Rockaways,5.075173815
3,0.0,1.0,1.0,Entire home/apt,Civic Center,6.684611728
2,1.0,1.0,1.0,Private room,Brookland,5.220355825
1,1.0,1.5,1.0,Private room,Bedford-Stuyvesant,4.382026635
5,2.0,1.0,3.0,Entire home/apt,Hamilton Heights,5.043425117
4,1.0,1.5,2.0,Entire home/apt,Altadena,4.382026635
5,1.0,1.0,3.0,Entire home/apt,Mid-Wilshire,5.010635294
4,1.0,1.0,1.0,Entire home/apt,Chelsea,4.86753445
16,4.0,3.5,8.0,Entire home/apt,Petworth,5.65248918
6,2.0,1.0,2.0,Entire home/apt,Park Slope,5.192956851
4,2.0,1.5,2.0,Entire home/apt,Capitol Hill,5.521460918
2,0.0,1.0,1.0,Entire home/apt,Harlem,4.779123493
2,1.0,1.0,1.0,Private room,Upper West Side,4.442651256
2,1.0,1.0,1.0,Private room,Colonial Village,4.454347296
2,1.0,1.0,1.0,Private room,Santa Monica,4.382026635
2,1.0,1.0,1.0,Private room,Sheepshead Bay,3.912023005
6,2.0,2.0,2.0,Entire home/apt,Hollywood,5.164785974
1,1.0,1.0,1.0,Private room,Harlem,4.605170186
2,0.0,1.0,1.0,Private room,South LA,3.912023005
2,1.0,1.5,1.0,Private room,Capitol Hill,6.476972363
2,1.0,1.0,1.0,Private room,Bushwick,4.442651256
5,1.0,1.0,4.0,Entire home/apt,Forest Hills,4.477336814
2,1.0,1.0,1.0,Private room,East Village,4.787491743
4,2.0,2.0,2.0,Entire home/apt,Adams Morgan,5.857933154
2,1.0,1.0,1.0,Entire home/apt,Marina,5.857933154
3,1.0,1.0,2.0,Entire home/apt,Upper West Side,4.905274778
1,1.0,1.0,1.0,Private room,Bayview,4.17438727
1,1.0,2.0,3.0,Private room,Bushwick,4.317488114
8,3.0,2.0,3.0,Entire home/apt,Westside,5.220355825
4,1.0,1.0,2.0,Entire home/apt,Harlem,4.828313737
2,1.0,1.0,2.0,Private room,Harlem,4.007333185
4,2.0,2.0,2.0,Entire home/apt,Westchester/Playa Del Rey,4.955827058
10,4.0,2.0,4.0,Entire home/apt,Twin Peaks,7.090076836
2,1.0,1.0,1.0,Entire home/apt,Lefferts Garden,4.317488114
4,0.0,1.0,2.0,Entire home/apt,Upper West Side,5.416100402
2,1.0,1.0,1.0,Private room,Mission District,5.003946306
2,1.0,1.0,1.0,Private room,Williamsburg,4.787491743
4,2.0,1.0,2.0,Entire home/apt,Chinatown,5.241747015
4,1.0,1.0,4.0,Entire home/apt,Inglewood,4.700480366
2,1.0,1.0,1.0,Entire home/apt,Nob Hill,5.80814249
2,1.0,1.5,1.0,Private room,Morrisania,4.17438727
2,1.0,1.0,1.0,Entire home/apt,North Beach,5.521460918
4,1.0,2.0,2.0,Entire home/apt,Midtown,6.013715156
2,1.0,1.0,1.0,Entire home/apt,Clinton Hill,5.010635294
2,1.0,1.0,1.0,Private room,East Harlem,4.605170186
6,3.0,1.0,3.0,Entire home/apt,Hollywood,5.043425117
6,2.0,2.0,3.0,Entire home/apt,Capitol Hill,6.906754779
1,1.0,1.0,1.0,Private room,Boyle Heights,4.65396035
4,1.0,1.0,2.0,Private room,Bushwick,3.496507561
1,1.0,1.0,1.0,Private room,Williamsburg,4.304065093
2,0.0,1.0,1.0,Entire home/apt,Downtown/Penn Quarter,6.902742737
4,1.0,1.0,2.0,Private room,South Robertson,4.317488114
1,0.0,1.0,1.0,Entire home/apt,Columbia Heights,3.80666249
7,0.0,1.0,4.0,Entire home/apt,Midtown East,5.003946306
2,1.0,1.0,1.0,Private room,Lower East Side,4.812184355
6,3.0,2.5,6.0,Entire home/apt,Greenpoint,5.634789603
2,1.0,1.0,1.0,Entire home/apt,Georgetown,5.703782475
4,1.0,1.5,3.0,Entire home/apt,South Robertson,5.010635294
2,1.0,1.0,1.0,Private room,Harlem,4.442651256
3,0.0,1.0,1.0,Entire home/apt,Beverly Hills,4.86753445
5,1.0,1.0,3.0,Entire home/apt,Harlem,4.976733742
3,0.0,1.0,1.0,Entire home/apt,Westside,4.574710979
8,2.0,2.5,2.0,Entire home/apt,Capitol Hill,5.703782475
6,3.0,1.0,3.0,Entire home/apt,Manhattan Beach,5.298317367
6,3.0,2.0,3.0,Entire home/apt,Bel Air/Beverly Crest,5.298317367
2,1.0,1.0,1.0,Entire home/apt,Encino,4.59511985
2,0.0,1.0,1.0,Entire home/apt,Santa Monica,4.997212274
2,1.0,1.0,1.0,Private room,Cole Valley,5.416100402
1,1.0,1.0,1.0,Private room,Williamsburg,4.430816799
2,1.0,2.0,1.0,Private room,Bedford-Stuyvesant,4.442651256
2,1.0,1.0,1.0,Entire home/apt,East Harlem,4.828313737
1,1.0,1.0,1.0,Private room,Williamsburg,3.737669618
2,1.0,1.0,1.0,Private room,Downtown,4.86753445
1,1.0,1.0,1.0,Private room,West Hollywood,4.430816799
2,1.0,1.0,1.0,Private room,East Flatbush,2.708050201
4,0.0,1.0,2.0,Entire home/apt,The Rockaways,5.010635294
12,3.0,2.0,4.0,Entire home/apt,Bedford-Stuyvesant,5.783825182
2,1.0,1.0,1.0,Entire home/apt,Upper West Side,4.49980967
2,1.0,1.0,1.0,Private room,Roosevelt Island,4.094344562
2,1.0,1.0,1.0,Entire home/apt,Bedford-Stuyvesant,4.382026635
1,1.0,1.0,1.0,Private room,Western Addition/NOPA,5.521460918
2,0.0,1.0,1.0,Entire home/apt,The Rockaways,5.703782475
1,1.0,1.5,1.0,Private room,Bushwick,3.912023005
4,1.0,1.0,1.0,Entire home/apt,Nolita,5.293304825
3,2.0,2.0,2.0,Entire home/apt,Bedford-Stuyvesant,5.105945474
2,0.0,1.0,2.0,Entire home/apt,Noho,4.605170186
2,1.0,1.0,1.0,Entire home/apt,Upper West Side,4.94875989
2,0.0,1.0,1.0,Entire home/apt,Hollywood,4.077537444
1,1.0,1.0,1.0,Private room,Bushwick,3.688879454
2,1.0,1.0,1.0,Entire home/apt,Washington Heights,5.010635294
2,1.0,1.0,1.0,Private room,East Flatbush,4.248495242
2,1.0,1.0,1.0,Private room,Lower East Side,4.442651256
2,0.0,1.0,1.0,Entire home/apt,Jamaica Plain,4.49980967
1,0.0,1.0,1.0,Entire home/apt,Clinton Hill,4.700480366
1,1.0,1.0,1.0,Private room,Bedford-Stuyvesant,3.912023005
2,1.0,1.0,1.0,Private room,Outer Sunset,4.442651256
2,1.0,1.0,1.0,Private room,Harlem,4.59511985
8,2.0,2.0,3.0,Entire home/apt,Logan Circle,5.099866428
2,0.0,1.0,1.0,Entire home/apt,Alphabet City,5.252273428
4,2.0,1.0,2.0,Entire home/apt,Echo Park,5.298317367
2,1.0,1.0,1.0,Entire home/apt,Tarzana,4.382026635
4,1.0,1.5,1.0,Entire home/apt,Upper East Side,4.955827058
2,1.0,1.0,1.0,Private room,Bedford-Stuyvesant,4.543294782
4,2.0,1.0,4.0,Entire home/apt,Upper East Side,6.234410726
2,1.0,1.0,1.0,Private room,Bedford-Stuyvesant,4.17438727
2,1.0,1.0,1.0,Entire home/apt,Financial District,5.192956851
2,1.0,1.0,1.0,Private room,Venice,4.700480366
2,1.0,1.0,1.0,Entire home/apt,Lower Haight,4.553876892
5,3.0,2.0,3.0,Entire home/apt,Nolita,5.953243334
3,1.0,1.0,1.0,Private room,West Hollywood,4.477336814
6,1.0,1.0,2.0,Entire home/apt,East New York,4.290459441
2,0.0,1.0,2.0,Entire home/apt,South Robertson,4.219507705
2,0.0,1.0,1.0,Entire home/apt,Mount Pleasant,2.302585093
4,2.0,2.0,2.0,Entire home/apt,Venice,5.192956851
2,0.0,1.0,1.0,Entire home/apt,Noho,5.370638028
2,1.0,1.0,1.0,Private room,Crown Heights,4.043051268
3,1.0,1.0,3.0,Private room,Midtown,5.783825182
4,2.0,1.0,2.0,Entire home/apt,Bernal Heights,5.634789603
2,1.0,2.0,2.0,Private room,Sherman Oaks,4.33073334
5,2.0,2.0,3.0,Entire home/apt,Financial District,6.549650742
2,1.0,1.0,1.0,Private room,Pacific Heights,5.220355825
2,1.0,1.0,1.0,Private room,Park Slope,3.912023005
2,1.0,1.0,1.0,Private room,Greenpoint,4.094344562
7,3.0,2.0,3.0,Entire home/apt,Westchester/Playa Del Rey,5.991464547
5,3.0,2.5,3.0,Entire home/apt,West Village,6.907755279
4,1.0,2.5,2.0,Private room,Altadena,5.857933154
1,1.0,1.5,1.0,Private room,North Hollywood,4.248495242
1,1.0,1.0,1.0,Private room,Bushwick,4.605170186
1,1.0,1.0,1.0,Private room,Allston-Brighton,3.465735903
4,1.0,1.0,3.0,Entire home/apt,Sherman Oaks,4.787491743
2,1.0,1.0,1.0,Entire home/apt,Carroll Gardens,5.220355825
2,1.0,1.0,1.0,Private room,Upper East Side,4.49980967
4,1.0,1.0,2.0,Private room,Hamilton Heights,4.442651256
6,2.0,1.0,4.0,Entire home/apt,Bedford-Stuyvesant,4.49980967
2,1.0,1.0,1.0,Private room,Pilsen,4.17438727
8,3.0,2.0,4.0,Entire home/apt,Bloomingdale,5.416100402
4,1.0,1.0,1.0,Entire home/apt,Cow Hollow,4.9698133
4,1.0,1.0,2.0,Private room,Clinton Hill,4.584967479
12,6.0,6.0,6.0,Entire home/apt,Toluca Lake,6.856461985
6,3.0,1.0,4.0,Entire home/apt,Marina,6.396929655
1,1.0,1.0,2.0,Private room,Altadena,3.871201011
8,4.0,3.0,4.0,Entire home/apt,Bel Air/Beverly Crest,7.207859871
3,1.0,1.0,1.0,Entire home/apt,Culver City,4.442651256
2,1.0,1.0,1.0,Private room,South LA,5.703782475
4,2.0,1.0,3.0,Entire home/apt,Fort Greene,5.416100402
2,1.0,1.0,1.0,Private room,Brightwood,4.382026635
1,1.0,1.0,1.0,Private room,Norwalk,3.80666249
2,1.0,1.0,1.0,Private room,Kensington,3.80666249
3,1.0,2.0,2.0,Private room,Brentwood,4.17438727
4,1.0,1.0,2.0,Entire home/apt,Jamaica Plain,4.787491743
6,3.0,1.0,3.0,Entire home/apt,Outer Sunset,5.521460918
3,1.0,1.0,1.0,Entire home/apt,Venice,5.087596335
2,1.0,1.0,1.0,Entire home/apt,Venice,5.105945474
1,1.0,1.0,1.0,Shared room,Santa Monica,3.36729583
6,1.0,1.0,2.0,Private room,West Hollywood,4.369447852
4,1.0,1.0,2.0,Entire home/apt,Chinatown,5.298317367
2,1.0,1.0,2.0,Shared room,Westwood,2.708050201
6,2.0,2.0,3.0,Entire home/apt,SoMa,5.666426688
2,1.0,1.0,1.0,Entire home/apt,Little Italy,5.164785974
2,0.0,1.0,1.0,Entire home/apt,Sunnyside,4.744932128
3,1.0,1.0,2.0,Entire home/apt,Williamsburg,5.298317367
2,1.0,1.0,1.0,Entire home/apt,Upper West Side,4.700480366
6,2.0,1.0,3.0,Entire home/apt,Flushing,4.691347882
2,1.0,1.0,1.0,Entire home/apt,Harlem,4.442651256
3,1.0,1.0,1.0,Entire home/apt,Fenway/Kenmore,4.890349128
2,0.0,1.0,1.0,Entire home/apt,Crown Heights,4.553876892
2,1.0,1.0,1.0,Private room,Boerum Hill,4.317488114
2,1.0,1.0,1.0,Entire home/apt,Georgetown,5.192956851
4,2.0,1.0,2.0,Entire home/apt,Williamsburg,5.513428746
2,1.0,1.0,1.0,Private room,South Boston,4.477336814
7,3.0,1.5,4.0,Entire home/apt,Long Beach,5.010635294
4,1.0,1.0,2.0,Entire home/apt,Lefferts Garden,4.787491743
2,1.0,1.0,1.0,Entire home/apt,Hollywood,4.828313737
2,1.0,1.0,1.0,Entire home/apt,Noe Valley,4.744932128
4,3.0,1.0,3.0,Entire home/apt,Upper West Side,5.996452089
4,1.0,1.0,1.0,Private room,Logan Square,4.17438727
1,1.0,1.0,1.0,Private room,Mar Vista,4.094344562
1,1.0,2.0,1.0,Private room,Bushwick,3.912023005
3,1.0,1.0,1.0,Entire home/apt,West Hollywood,4.828313737
4,1.0,2.0,2.0,Entire home/apt,West Village,5.616771098
2,1.0,0.0,1.0,Private room,Hollywood,4.828313737
4,2.0,2.0,2.0,Entire home/apt,East Harlem,5.298317367
2,1.0,1.0,1.0,Private room,Lower Haight,5.105945474
5,2.0,1.0,2.0,Private room,Near Northeast/H Street Corridor,4.17438727
4,2.0,1.0,2.0,Entire home/apt,Washington Heights,4.317488114
4,2.0,1.0,2.0,Entire home/apt,Bayview,5.135798437
10,5.0,2.0,5.0,Entire home/apt,Venice,6.354370041
6,2.0,1.0,3.0,Entire home/apt,Outer Sunset,4.700480366
2,1.0,1.0,1.0,Private room,Santa Monica,4.382026635
10,4.0,4.0,6.0,Entire home/apt,Midtown East,6.476972363
1,1.0,1.0,1.0,Private room,Clinton Hill,3.555348061
5,3.0,2.0,3.0,Entire home/apt,Venice,6.214608098
